0    , 1.5675
10   , 0.9566
20   , 0.8330
30   , 0.7857
40   , 0.7647
50   , 0.7453
60   , 0.7358
70   , 0.7280
80   , 0.7264
90   , 0.7202
100  , 0.7132
110  , 0.7116
120  , 0.7064
130  , 0.7059
140  , 0.7052
0    , 0.7036
20   , 0.7037
40   , 0.7035
60   , 0.7036
80   , 0.7040
100  , 0.7043
120  , 0.7049
140  , 0.7056
160  , 0.7063
180  , 0.7068
200  , 0.7075
220  , 0.7082
240  , 0.7090
260  , 0.7096
280  , 0.7103
300  , 0.7109
320  , 0.7115
340  , 0.7120
360  , 0.7125
380  , 0.7130
400  , 0.7134
420  , 0.7139
440  , 0.7143
460  , 0.7146
480  , 0.7147
500  , 0.7146
520  , 0.7147
540  , 0.7147
560  , 0.7148
580  , 0.7149
600  , 0.7150
620  , 0.7149
640  , 0.7150
660  , 0.7148
680  , 0.7147
700  , 0.7147
720  , 0.7148
740  , 0.7149
760  , 0.7149
780  , 0.7148
800  , 0.7146
820  , 0.7143
840  , 0.7142
860  , 0.7138
880  , 0.7135
900  , 0.7133
920  , 0.7129
940  , 0.7126
960  , 0.7122
980  , 0.7118
1000 , 0.7111
1020 , 0.7107
1040 , 0.7107
1060 , 0.7104
1080 , 0.7100
1100 , 0.7098
1120 , 0.7098
1140 , 0.7095
1160 , 0.7094
1180 , 0.7092
1200 , 0.7088
1220 , 0.7085
1240 , 0.7084
1260 , 0.7081
1280 , 0.7078
1300 , 0.7077
1320 , 0.7077
1340 , 0.7076
1360 , 0.7074
1380 , 0.7072
1400 , 0.7070
1420 , 0.7068
1440 , 0.7068
1460 , 0.7066
1480 , 0.7065
1500 , 0.7063
1520 , 0.7061
1540 , 0.7060
1560 , 0.7060
1580 , 0.7058
1600 , 0.7057
1620 , 0.7056
1640 , 0.7053
1660 , 0.7053
1680 , 0.7053
1700 , 0.7051
1720 , 0.7049
1740 , 0.7048
1760 , 0.7047
1780 , 0.7045
1800 , 0.7044
1820 , 0.7043
1840 , 0.7043
1860 , 0.7042
1880 , 0.7042
1900 , 0.7041
1920 , 0.7039
1940 , 0.7038
1960 , 0.7037
1980 , 0.7035
