epoch,Bleu4,bleus4_999999_na (2),bleus4_999999_na (3),bleus4_999999_na (4)
0.0,0.3177828182339155,0.3121570676459274,0.3103619608516633,0.3133153884126318
20.0,0.32578898021377106,0.3178972995072912,0.3157589999931679,0.3146046784380677
40.0,0.32110210231790337,0.3187894388922628,0.3221358686488096,0.320025636551247
60.0,0.3223094418475859,0.3233160241560701,0.3248594814601093,0.3211839827826731
80.0,0.3307854957360794,0.3310274669617594,0.32797202232584216,0.3200916775786061
100.0,0.32750237833875306,0.33102881761646696,0.32759453698337265,0.3236094587831867
120.0,0.334987518339455,0.3329350546457774,0.33278319920711963,0.32795989663954145
140.0,0.33630451982972265,0.3355304466052528,0.3348398550286069,0.32470513436192233
160.0,0.34041897813940325,0.3457203817595657,0.3424597246116687,0.32703448590566064
180.0,0.3439029975400643,0.3452985743632521,0.3419246492496192,0.3313495900079461
200.0,0.33721457417958145,0.3468517330373205,0.3451075447944715,0.33444429387144464
220.0,0.3458671871827864,0.3452569530101949,0.3479831468975307,0.3307949420875293
240.0,0.3467548210147109,0.34360708499163906,0.3474434061677261,0.33564325593238503
260.0,0.3472469786999082,0.3527417593149553,0.35366590528932124,0.3354496590576826
280.0,0.34840349438234275,0.35662625622816563,0.3507835663663271,0.3373767649413172
300.0,0.3522502775946405,0.3611213617524505,0.35022647657346195,0.3390102113206521
320.0,0.3509189141789653,0.35969940303389103,0.35488903555479145,0.3415426128122725
340.0,0.3550787692016029,0.3580025435135681,0.35490830165510856,0.33887517926126426
360.0,0.35139557394752874,0.3620124085136737,0.3532208076739505,0.3425023207813217
380.0,0.35101754407982605,0.3546476514671727,0.3565774978726089,0.33704951325530386
400.0,0.3553125012105692,0.3630990193410353,0.3593324866383794,0.3426225548085557
420.0,0.35838852494497625,0.3635233327782997,0.3573381256874781,0.3453807404823531
440.0,0.36081411119622747,0.3620904771810895,0.35817929255515474,0.34453384419049843
460.0,0.35504494130359704,0.36651932683343424,0.3614999247733104,0.3462771110457151
480.0,0.3574270648137034,0.36727449643010057,0.3636985744964121,0.34470439292544586
500.0,0.35397019692337744,0.3611113718615332,0.3628605530049312,0.3454504976911459
520.0,0.358515288688733,0.3613941756180129,0.3622300320414543,0.3429739609904717
540.0,0.36297654050911415,0.361925891622382,0.3615018771729559,0.34581323953587845
560.0,0.3591953289824923,0.3626010234564407,0.3603112153022007,0.3478543947642237
580.0,0.3569627933262982,0.35921146154330835,0.3599853274731246,0.3472211467115868
