epoch,Bleu5,bleus5_999999_na (7)
0.0,0.18999529052368516,0.192651219483231
20.0,0.19206314288139545,0.19220806173331176
40.0,0.19420010291670603,0.19694539212947973
60.0,0.19689305859106074,0.19723193720159748
80.0,0.1955079184597404,0.19743872155240327
100.0,0.19553165734635947,0.20086139992281324
120.0,0.19868829259252185,0.1991115091248765
140.0,0.1984804793106228,0.1996011975029332
160.0,0.19807710156823904,0.2015257068478143
180.0,0.19847137795254105,0.200451822116416
200.0,0.20175440160713534,0.2004544037322163
220.0,0.20020445038985032,0.2011618511301948
240.0,0.20431876246226247,0.2034622467490004
260.0,0.19976542518536985,0.20595547649758625
280.0,0.20438922519755406,0.20592357847502046
300.0,0.2053788533044108,0.20477880253044686
320.0,0.2045005066843813,0.2076172399144837
340.0,0.20625388010922108,0.20527192715737924
360.0,0.2066921801555244,0.20772957246746548
380.0,0.2072917905407678,0.2116790511166909
400.0,0.20851886226665925,0.211637631072992
420.0,0.20701335799532225,0.2097824945611916
440.0,0.2088708755889124,0.21412906062981493
460.0,0.20990001683798154,0.20941603006980733
480.0,0.20931047450590046,0.2125572998074383
500.0,0.20950210833436336,0.2101383149643372
520.0,0.2113582966941336,0.21367864040342005
540.0,0.2150611408887486,0.21276120110430735
560.0,0.2121107090150847,0.2121713268476656
580.0,0.2123974540122112,0.2136047971351379
600.0,0.21359166358943305,0.21468043266967868
620.0,0.21433158273188824,0.2151015091069272
640.0,0.2180449508059266,0.21427671208394874
660.0,0.21816502961455025,0.21358008159129102
680.0,0.21886010714750406,0.21115288419751607
700.0,0.2149828496724283,0.21339672315422584
720.0,0.21788655132734114,0.20647784472026445
740.0,0.2144997927689604,0.20658463926142773
760.0,0.21599197259662967,0.2070995873550581
780.0,0.21779834108775936,0.20274513406225195
800.0,0.21715252328759085,0.20190809837195706
820.0,0.21781693791001408,0.1999234087883124
840.0,0.2154577163445612,0.19955577753159848
860.0,0.21662285285961344,0.1956501019204219
880.0,0.21262541490611556,0.19544266207959807
900.0,0.21604483232060226,0.18914554512339826
920.0,0.2162749545501348,0.1897198695114185
940.0,0.2199355310567112,0.18832614644621226
960.0,0.21622342485125345,0.18511891716102227
980.0,0.21690313740928452,0.1828695699662404
1000.0,0.21545292153008996,0.181791440157026
1020.0,0.2123354355404497,0.18170030106136614
1040.0,0.21251129502043636,0.17573421900826972
1060.0,0.21456883673524715,0.17247719339307174
1080.0,0.21515650548885049,0.17153677631162498
1100.0,0.2098735132898753,0.1695244066048486
1120.0,0.21200731523321426,0.16577233316500825
1140.0,0.21354916006195104,0.16715883557353178
1160.0,0.21240334523759685,0.1610217093527374
1180.0,0.21067282369285392,0.1593003291675079
1200.0,0.21166842326991456,0.15543863987410758
1220.0,0.2100250265845236,0.15293263441378066
1240.0,0.2108014898162137,0.15212464202804518
1260.0,0.21074117717000831,0.14949390177534946
1280.0,0.20913996733671114,0.1486897151257746
1300.0,0.2069103689420839,0.14559860720497264
1320.0,0.20635601054388744,0.14160300746510507
1340.0,0.20915605501894485,0.13814347117442108
1360.0,0.2065732744894124,0.13524301534524166
1380.0,0.20525146986797144,0.1341727646505983
1400.0,0.2057574882645152,0.1304004729024317
1420.0,0.20417274080978395,0.12734511498683726
1440.0,0.2026565635728744,0.124666164907643
1460.0,0.2056029535697977,0.12212324476685706
1480.0,0.2056334301314934,0.12050529817080205
1500.0,0.20116757302868016,0.11686659649831492
1520.0,0.19897543178120608,0.11639403672047087
1540.0,0.2002722855326057,0.11503353330755885
1560.0,0.19848554986962036,0.1140969722822389
1580.0,0.1987460364209313,0.11328929141950775
1600.0,0.1974738148911481,0.1123147452976528
1620.0,0.19656507928492026,0.11114359007430084
1640.0,0.1937786298136839,0.1100163521562354
1660.0,0.19126569486582634,0.1102196901313642
1680.0,0.18964762900554272,0.1081268334033815
1700.0,0.1866845145028649,0.10772225071602534
1720.0,0.1872612988422361,0.107286972436262
1740.0,0.18396176357615973,0.10777717159619853
1760.0,0.18389433770698496,0.107028855118181
1780.0,0.1810551249813812,0.10515787843886172
1800.0,0.18002373661753415,0.10385189265486244
1820.0,0.17786036561388188,0.10370833357637373
1840.0,0.1775120807166679,0.10386380166560888
1860.0,0.1737520240992999,0.10346437145062287
1880.0,0.16954689026878314,0.10297437357394316
1900.0,0.16808054919999885,0.10208322868032428
1920.0,0.1657736194298969,0.10243516061259267
1940.0,0.16305058104761633,0.10125678962624078
1960.0,0.1614241392761735,0.10071818395372058
1980.0,0.16208587311668335,0.10098963285601452
