epoch,Bleu2,bleus2_999999_na (7)
0.0,0.7340685200624802,0.7353721814617783
20.0,0.7305229104523543,0.7364656463708498
40.0,0.7352957969789594,0.7394264705969575
60.0,0.7382018885489625,0.7406611260095252
80.0,0.7382548687780078,0.7408708445086051
100.0,0.7376550487458717,0.743491304169343
120.0,0.7405011324667676,0.742944750818568
140.0,0.7406532653092796,0.7439536128782112
160.0,0.7406972110488793,0.7460943692155888
180.0,0.7397884572860655,0.7444137937511013
200.0,0.7447330835877862,0.7435783930760983
220.0,0.7425087536595621,0.7462123986655824
240.0,0.7452232675002635,0.7478983974843185
260.0,0.7428877286651173,0.7510668085219879
280.0,0.7490095764024768,0.7487052614199902
300.0,0.7474430304974208,0.7459705049455688
320.0,0.7468264568783305,0.7480468235059291
340.0,0.7463891447820432,0.7470621366329029
360.0,0.7493418918818825,0.7497438047990069
380.0,0.7470429350643075,0.7515299354745075
400.0,0.7499603375209468,0.7507256929199215
420.0,0.7487690250918961,0.7510507049179226
440.0,0.7529451678268985,0.7528357153136727
460.0,0.7499507078827435,0.7527030045473897
480.0,0.7539611958939957,0.7530429712588599
500.0,0.7500559483503957,0.7553955587105862
520.0,0.7517180472437792,0.7555916617562769
540.0,0.7554535521672326,0.7555870596522933
560.0,0.7541994765629734,0.7557005492093125
580.0,0.7535179829950599,0.7561154227670688
600.0,0.7524092399413046,0.7564779590337825
620.0,0.7547329033517034,0.7532157965402059
640.0,0.7568266376637381,0.7560610169467485
660.0,0.7597644064657632,0.7597393528355091
680.0,0.7602583797621938,0.7543820218148772
700.0,0.7584680602428181,0.7554374857837747
720.0,0.7608510647154434,0.7516565061745676
740.0,0.7561919258551609,0.7530487369042164
760.0,0.7586890811636622,0.7514272034463836
780.0,0.7613323209046299,0.7490333020195354
800.0,0.7622647560921616,0.7492569242288507
820.0,0.7619947033483788,0.7491095155272539
840.0,0.7575301386854948,0.7463662255947948
860.0,0.7590654353099808,0.7437685519827281
880.0,0.7588552602358111,0.7448156681626746
900.0,0.759960591145165,0.7405738960359616
920.0,0.7590347604682055,0.7391685945405669
940.0,0.7621185717632378,0.7364959554199113
960.0,0.7581133901132119,0.7385618342364769
980.0,0.7589295583148677,0.7323256521220066
1000.0,0.7582928476131628,0.7334951233412188
1020.0,0.7549506639888423,0.7292358093772847
1040.0,0.7577676285006822,0.7274333541096805
1060.0,0.7584534835118598,0.7223843563225021
1080.0,0.7596446965594815,0.7207216595768844
1100.0,0.7539637135989032,0.7201443314707142
1120.0,0.7566626477100691,0.7168791882757747
1140.0,0.7549004537499631,0.7159507837199236
1160.0,0.7552915082996852,0.7115106962844966
1180.0,0.7529748686789103,0.7079673999064564
1200.0,0.7540008902161489,0.7030472785195337
1220.0,0.7526574185457917,0.7001376984320038
1240.0,0.7538797240337894,0.6992109742595752
1260.0,0.752982268724155,0.6940902216569017
1280.0,0.7496237188497887,0.6897969708236682
1300.0,0.7503772718014446,0.6889033118994329
1320.0,0.7508057620557413,0.6857767466750471
1340.0,0.7471202507359036,0.6798589039289136
1360.0,0.7488247321632446,0.676507330755777
1380.0,0.7466419732181256,0.6750751638973097
1400.0,0.7454610362836553,0.6714546374249658
1420.0,0.7452122291965935,0.6673693768292219
1440.0,0.7439474079271563,0.6674548205448863
1460.0,0.7443118771477334,0.6650119879802969
1480.0,0.7467245277108303,0.6615326386781105
1500.0,0.7359584806790225,0.6560679490388609
1520.0,0.7396293783446249,0.6591225320493534
1540.0,0.7413446686070333,0.6555283903266234
1560.0,0.7362344479976632,0.6548534491191829
1580.0,0.7392570725176184,0.6530773335400291
1600.0,0.7366132236070257,0.6553229986873198
1620.0,0.7335981400769459,0.6515713294263294
1640.0,0.7315518351312581,0.6505756667214972
1660.0,0.7292707920825168,0.6488774382840031
1680.0,0.729782452479156,0.6462786062229912
1700.0,0.7285509592367583,0.6462551983630479
1720.0,0.7255237879682801,0.6443663356706265
1740.0,0.7230948634102315,0.6428464315114917
1760.0,0.7204326297147288,0.6391963954009849
1780.0,0.7211458305376995,0.6366647136693744
1800.0,0.7178488091346069,0.6342070170849982
1820.0,0.7170451288716431,0.6330841994931174
1840.0,0.7155963903707632,0.6302313607309089
1860.0,0.7114510864648919,0.6283626769918947
1880.0,0.7079137429647792,0.6284239271902332
1900.0,0.7065052581866395,0.6274409807370391
1920.0,0.702332023919843,0.6295194938590852
1940.0,0.7015465291119108,0.6271281382467885
1960.0,0.6988460788482972,0.6260056568288526
1980.0,0.6995928696844687,0.6282427033815653
