epoch,Bleu5,bleus5_999999_na (2),bleus5_999999_na (3),bleus5_999999_na (4),bleus5_999999_na (5),bleus5_999999_na (6)
0.0,0.11869179961244902,0.1159623434357335,0.11556667278528598,0.1198971714122672,0.11824301678975488,0.11583887016172922
20.0,0.12029961698450932,0.11785030284308988,0.11523927387841715,0.11981629251323235,0.11952749015966567,0.11722645483184098
40.0,0.12256663669424595,0.11852907731136801,0.11900345168711765,0.1216432741521838,0.12010840776457972,0.11947320533074113
60.0,0.12419735844515944,0.12113465562535697,0.11911207284718893,0.12270664997354082,0.12328100380164153,0.12042792595485548
80.0,0.12542576655769413,0.12093428789654267,0.11890630854329605,0.1245524793982276,0.12277623450000433,0.12301857619236943
100.0,0.12716626991409472,0.12386583022183087,0.12207403862433727,0.12460151236945445,0.12555425116102786,0.1246356051742656
120.0,0.12850543240338522,0.12726717733534348,0.12466447305345255,0.12781847058330995,0.12649738119398596,0.12565460999177422
140.0,0.1312562345848767,0.12658499034577514,0.12602458158677474,0.1284122025928941,0.1279765252177812,0.12843138106983476
160.0,0.13347899706403826,0.12868761064511336,0.12926133692856434,0.13061383755594574,0.12976613828664893,0.12891299807216616
180.0,0.13478480383382374,0.13143992575724248,0.12968385862187426,0.13339790542461916,0.1308919584605654,0.13263897761892265
200.0,0.13704081097665616,0.13366111323903385,0.13067479867310153,0.13559154311719476,0.13421534364810106,0.13229851773552948
220.0,0.14032430564440831,0.13491550561570745,0.13305680719255206,0.1369651822905914,0.1348329347704418,0.13584623112378613
240.0,0.14168644929067728,0.13952150589052378,0.13500893420547475,0.13735688217935238,0.13806796836072588,0.13887658666783909
260.0,0.14379242628549574,0.14106401090498574,0.13737050906355586,0.141052279540513,0.13940968925064806,0.14048978820443686
280.0,0.1467399783211837,0.1419759222058673,0.13989142786752146,0.1439117908414219,0.14167299065714886,0.14277239475114256
300.0,0.1498150987812521,0.14526646190885387,0.14299663788449946,0.142996683939422,0.1434486038528988,0.14304511249041374
320.0,0.15144697026475346,0.14663961630189412,0.14380456060423194,0.1464996936351603,0.14490169653939544,0.1465053562295014
340.0,0.15304912415682276,0.1490895134441585,0.14650762103734485,0.14829107128899013,0.14756849704839786,0.1484498333336929
360.0,0.15370589423687642,0.15016522627779358,0.14787355629736335,0.14855882431564366,0.14872419080375116,0.14975125953390273
380.0,0.15429856313142326,0.15482251265607835,0.15055804560622152,0.15116372502683292,0.15271142784021025,0.15369043763299756
400.0,0.1583558475553613,0.15734306973175702,0.1528162022511706,0.15292440561635404,0.1546490799164224,0.15490982748397245
420.0,0.1609676415547081,0.1593267629567882,0.15449822110802555,0.1545585568749092,0.1579668590142748,0.15673585597838768
440.0,0.1611188246588332,0.16024769512132678,0.1549913858537003,0.15585061569730801,0.15880752433222334,0.1592686140027231
460.0,0.16556727642819288,0.16072394747850716,0.15983984608367802,0.15898902375157148,0.1630669018150426,0.16156572261898952
480.0,0.1659441455512186,0.16409740035835588,0.16069477877442687,0.16078174596265202,0.1646853557018256,0.16339477336405656
500.0,0.16929480806855446,0.1676761226425693,0.163564553950403,0.1626028144562866,0.1659885724079023,0.16588747067988174
520.0,0.1709966531302313,0.16901994413062055,0.1665897433540436,0.16393579366084635,0.1682292079954369,0.16771136779388235
540.0,0.1718543889006756,0.17156825573141082,0.16671117946707406,0.16742446505686315,0.16964233914091595,0.1691835562607263
560.0,0.17385494615373684,0.17318558684984836,0.17073323955964514,0.1675517732778953,0.1715116320325319,0.17142332612318814
580.0,0.17749240204358455,0.17403379086058518,0.1715003847242083,0.16961417396490924,0.17438389431732626,0.17311594943872344
600.0,0.17982463831706982,0.177090014910001,0.1759339395024008,0.17176810010014773,0.17662819406728275,0.1770684075143477
620.0,0.18128693458478898,0.17837845315434164,0.1771287708461499,0.17452216101627466,0.17876009935272416,0.1779970139093475
640.0,0.1824129872597722,0.182001357811972,0.17997846519241814,0.1759490200936856,0.1822849881972748,0.181001774823227
660.0,0.18426945772140105,0.18360387369280293,0.18559373448024105,0.17884119915429925,0.1847796755131398,0.18414722990919768
680.0,0.1876833447289284,0.18648464615457708,0.1873228020329021,0.18138419017858146,0.18628722958581334,0.1854633567696536
700.0,0.1891073967699618,0.18870268249728284,0.19132946905450693,0.18042908143213526,0.18907771933946105,0.18668897517517336
720.0,0.1911075140081161,0.1897433429833316,0.19391763543020607,0.18466610093227245,0.19165643069328436,0.1889845792439912
740.0,0.19147608063361896,0.19332362125500452,0.19483353461777567,0.1871752189195469,0.1901439872293209,0.19107475810525626
760.0,0.1945565347850864,0.1952396154000631,0.1997244892623649,0.18931439715396595,0.19553239991555432,0.1926181081864694
780.0,0.1944259007118936,0.1985367958423084,0.2008483948739596,0.1928028584707882,0.19872197800750266,0.1942100450811156
800.0,0.19877178405746,0.19884965377601452,0.20160964925492025,0.19487993447320973,0.2003005398821013,0.1984605480691759
820.0,0.20244297295532526,0.1992060827316235,0.2062126055823273,0.19753267938271546,0.2054363954291066,0.20165982877797714
840.0,0.20256150776503248,0.2028906870480051,0.20947721973791916,0.19754999933685533,0.2071012244651483,0.20150582279156146
860.0,0.2036383328060004,0.20582622697403466,0.21138310454609005,0.19870357523172544,0.21017721632137026,0.20425612130986384
880.0,0.20563451814230072,0.2061250803849587,0.2133962539102422,0.2013303987490407,0.21252614516121726,0.2060914497594345
900.0,0.20833555149928548,0.20780045214388573,0.21686060962824055,0.2028781867977324,0.21364146582419904,0.2055057096093596
920.0,0.20686386588994216,0.20932397884850426,0.2216510918174437,0.20663518249918386,0.21630057228564906,0.20373669333658684
940.0,0.20686442521741386,0.20776313765055904,0.22159002581888115,0.20722019177112067,0.22036541627434728,0.2038378555879724
960.0,0.2029468425104408,0.2085838039946855,0.2243940479252309,0.2083823761813625,0.2197582385417506,0.20266263184147806
980.0,0.19960936897443607,0.2077307820903245,0.22680107710500544,0.2103952475660297,0.2210518055573896,0.2006331927187804
1000.0,0.19453697364244546,0.20614327832532814,0.2277445511874943,0.21239589308204676,0.2246660094044895,0.19981930097874573
1020.0,0.18806292601686875,0.20470025636883887,0.2319300291927387,0.21571174648725547,0.22756854313371516,0.19528087931458746
1040.0,0.18281779459922576,0.2023757107742255,0.23052890789303734,0.21529915044772768,0.2272595529432127,0.19394447903499104
