epoch,Bleu3,bleus3_999999_na (2),bleus3_999999_na (3),bleus3_999999_na (4),bleus3_999999_na (5),bleus3_999999_na (6)
0.0,0.4616943636734631,0.4547955930123592,0.4559207324963822,0.4625306408818902,0.4594753052745648,0.4614997583697839
20.0,0.4663686444724201,0.4580849317563886,0.4560186868122437,0.4636607398292132,0.4625217484620572,0.4650571801178188
40.0,0.4705281016257838,0.4594582936067599,0.4643900481370309,0.4705425280550662,0.4660444440697419,0.4693313522832375
60.0,0.4736089260691625,0.4673377784604321,0.4643526905675629,0.4732008889654735,0.4711155645055949,0.4705395844069852
80.0,0.475587377149741,0.4659246435956261,0.4677168680404773,0.4769779490030278,0.470282367919459,0.4773224305405854
100.0,0.4789707817346995,0.4733361327577471,0.4716798888499939,0.4795782928079589,0.4798440741541213,0.4783318620294672
120.0,0.4833857384722464,0.4788743430690322,0.47595055140346,0.4842783717539999,0.4797959696560658,0.4813309765989126
140.0,0.4879548930035619,0.4809980020499981,0.478935252194877,0.486808742677105,0.4848067570453482,0.4874063685804701
160.0,0.4913850958062573,0.4830678352040283,0.4848772246350172,0.492598435576315,0.4863253916663639,0.4897152074958494
180.0,0.4959306320238943,0.4881098344808888,0.4879551784244195,0.4970066438113409,0.4886771275434938,0.4961132101903814
200.0,0.4995757052311263,0.4939053500565456,0.4933634928099141,0.5023824530025073,0.49415518449379997,0.4975914417636776
220.0,0.5013281970442158,0.4974012020302387,0.4957290587230178,0.5042906483897855,0.4984669195019003,0.5024676092413419
240.0,0.5054821008815589,0.5032900055120856,0.5002869752578675,0.5042366449902458,0.5017074847062033,0.5069031629677451
260.0,0.5087836430477061,0.5070995708638103,0.5032137397716223,0.5105154555240535,0.5025988824418557,0.5102434623822795
280.0,0.5139610814328848,0.5080770277853055,0.5065758946766665,0.514564164220321,0.5061699917827955,0.5143298408968532
300.0,0.5173718158310073,0.5102366533008424,0.5094896393621128,0.5144376564955554,0.510285651226178,0.5160424688707926
320.0,0.5184975970234222,0.5138281569813133,0.5143722954793457,0.5194243612984693,0.5136152189326142,0.5183746746812413
340.0,0.5211208157195455,0.5176613080121627,0.5157215871647033,0.5217843042763973,0.5145761998555454,0.5208739446653436
360.0,0.5227120986387603,0.5214693446619549,0.5175771731174602,0.5223102355889692,0.5187549887787205,0.5236942232368558
380.0,0.5246610866619796,0.5256209250824195,0.5208114689884683,0.5240239987432452,0.5221862354573922,0.5285789804068965
400.0,0.5267655576902452,0.5282921109129616,0.5254129093210894,0.5283551631445447,0.5247747852689776,0.5285012361392085
420.0,0.5308954456188644,0.5298975147268946,0.5258928878921026,0.5282494748830147,0.5277894059095501,0.5311211181493852
440.0,0.5303104086607746,0.5319510810615573,0.5274362913833341,0.5303502388942494,0.5309586525318566,0.5337867927203873
460.0,0.5356482288397113,0.5330909395656319,0.5310791038574869,0.5329642625170334,0.5350567523160936,0.5363499836316911
480.0,0.5364069213116428,0.537245328258233,0.5329638877410109,0.5347807178078456,0.5368753162315171,0.539287761115239
500.0,0.5395425541166429,0.540699333380584,0.5352494495818412,0.5371207692086098,0.5396801884728234,0.54114364118048
520.0,0.5408870532923096,0.5431137307017555,0.5388483871905735,0.5390420498798849,0.540778993643281,0.5420828981473106
540.0,0.5427294164858937,0.5446594352061792,0.5399153355795995,0.5417010588572028,0.5421331592522423,0.5449010191435094
560.0,0.5445578947283896,0.5467019632843773,0.5437451784342907,0.5427215605875747,0.5437496461518656,0.5475929785086198
580.0,0.5476322091854067,0.5481932211383096,0.5450067202631926,0.5441403340739757,0.545972727941498,0.5486096816883654
600.0,0.5505079311615896,0.5501073916253109,0.5478026832283032,0.548056068202438,0.5504644223302501,0.5523712163732184
620.0,0.5502065543692302,0.5527170157750506,0.5495513785354474,0.5504192841808999,0.5515077557714909,0.5529498103955331
640.0,0.5522004993759063,0.554327564037585,0.5535722010098895,0.5506377587019659,0.5554272436972174,0.5567697827113764
660.0,0.5545478546302733,0.5571492270297437,0.5589467157075059,0.5542780809298785,0.558535401508666,0.5589218150003276
680.0,0.5587630230336976,0.5612700313821132,0.5611302007141421,0.5558016222707399,0.5594763548054343,0.56279545454766
700.0,0.5605478956255311,0.5620093361183671,0.562030452172183,0.5557918820420534,0.562819353093491,0.5626438958457949
720.0,0.5608179787161464,0.5646348793929398,0.565337724387374,0.5617270828784143,0.5667501130753437,0.566629944084064
740.0,0.5610114434503027,0.5683321059595567,0.5666885679078879,0.5633797991217642,0.5653744960942337,0.568017263221695
760.0,0.5647168163829229,0.5709450875928617,0.5709311515498694,0.5664059247133436,0.5711256172505051,0.5698461734289507
780.0,0.5652871155227392,0.5732532447135813,0.5723529940618994,0.5680040936517982,0.5733493534316753,0.5718141317569962
800.0,0.569605850362444,0.5741723627223982,0.5737699331980214,0.5713131885292382,0.5759808922324561,0.5761371601099708
820.0,0.5728958598358119,0.5766289611006848,0.5781363093291184,0.5744007902513826,0.5815577262990871,0.5793243709683328
840.0,0.573515571806277,0.578394064708849,0.5803728451713225,0.5752646966935706,0.5839230414427882,0.5801816482214718
860.0,0.5740275656192433,0.582575584276511,0.5834010409318872,0.5759121042729737,0.5877907292056137,0.5845601673951429
880.0,0.5763543408066063,0.5837093526587036,0.5858320160289914,0.5795335128406247,0.5894984719700564,0.5868873016087356
900.0,0.5778677308628298,0.5845849153968995,0.5873419393371331,0.5794420045033715,0.5918774025232428,0.5864868663301106
920.0,0.5778504861653535,0.5856720637348765,0.5928614268698816,0.5831196888193024,0.5930397061584556,0.5867217805753189
940.0,0.5788144207136688,0.5843757110167437,0.5928226296175714,0.5832386403040213,0.5983854165425161,0.5881127604006681
960.0,0.5741726083780152,0.5862387040372481,0.5957295666403605,0.585681015226486,0.5984290788353285,0.5888076076534419
980.0,0.5742483537649367,0.5836303105866489,0.5967809198397641,0.5863183440459021,0.5995846559425747,0.5868339309274958
1000.0,0.5703954860995661,0.5810349275808232,0.5957758161981345,0.5866014522443166,0.6044632385639181,0.5877544175058275
1020.0,0.5660103396160021,0.57849194258676,0.5994949532488448,0.5900835046314794,0.6077598456719051,0.5852205233489534
1040.0,0.5625791669372779,0.5738590415075013,0.5990150485926602,0.5887749088386486,0.6085628576402059,0.5848854120237541
1060.0,0.5559955070839526,0.5692747765069812,0.6021306167619371,0.5904081688979657,0.6090912756209029,0.5815676232877183
1080.0,0.5507286231629137,0.5641391813647088,0.600441763416106,0.5873549079713171,0.6123848906513459,0.5793620068811378
1100.0,0.5408983781558521,0.5578452195476695,0.5998176711846059,0.5887943040202671,0.6142913213230782,0.5771571515961427
1120.0,0.5287151798127042,0.551495111240238,0.5947379236155775,0.5863001400065074,0.6182611489878342,0.5730811102510192
1140.0,0.5105307559559439,0.542457062468706,0.5913660822625361,0.5873498687532372,0.6169183554614873,0.5690168596801556
1160.0,0.4893330735207064,0.532896574532473,0.5834693335695018,0.5861354906549142,0.6169036846688258,0.5651093807048194
1180.0,0.4676953567826194,0.5256726225557155,0.5767206763123003,0.5849297800124531,0.6187421672014073,0.5604734599681271
1200.0,0.4455474332085548,0.517373142983138,0.5697844790783605,0.5860947041657779,0.6217981991443888,0.5552765734682381
1220.0,0.4245254876435589,0.5113586618905384,0.5635157269707978,0.5842196437243954,0.6211636574628505,0.5529895495261836
1240.0,0.40412774446876093,0.5081677718029748,0.5581752118983841,0.5819848891814754,0.6221090333094322,0.5487592390678994
1260.0,0.3858874217159248,0.501206125791262,0.5537246390379055,0.5813295652824946,0.6209041782083025,0.5441762029693594
1280.0,0.3678217813012617,0.4968792912973753,0.5514907254904466,0.5802167674797153,0.622740297113913,0.5394426459565064
1300.0,0.3541512183627566,0.4955545315262978,0.5480831962013151,0.5781027334641067,0.6246631833875627,0.5367448913739368
1320.0,0.3390339625602796,0.4891036892135687,0.5434104832770951,0.5757431611865655,0.6276302221790373,0.5336413402438966
1340.0,0.3276038246628451,0.4870632646314981,0.5424822741477949,0.5719170207668381,0.6295563296311035,0.5305953812596613
1360.0,0.3145554120010522,0.4852317722252293,0.5383918217650907,0.566788153233569,0.6310439528900477,0.5282611227351224
1380.0,0.2994136638925644,0.4812927582952487,0.5356942366364971,0.5622663578559369,0.6353866041208855,0.5261643726702231
1400.0,0.28809803643367105,0.4827900037224556,0.5356448268537538,0.5584053166084931,0.6407853535146899,0.5243936451458521
1420.0,0.2790200621363833,0.4835395133387203,0.5337524555029756,0.5540523849391881,0.6387201746340004,0.5225561585850692
1440.0,0.2696208227446689,0.4871346654359536,0.5313377728959922,0.5498726308325258,0.6352618221619375,0.5228523002516333
