epoch,Bleu5
0.0,0.12581686362522784
20.0,0.13446724353565967
40.0,0.13003563776941132
60.0,0.11388911508460713
80.0,0.11863993762789597
100.0,0.11943184593898362
120.0,0.13335079862123267
140.0,0.11554266977376293
160.0,0.11282155147672558
180.0,0.11636123440841552
200.0,0.11454191923308212
220.0,0.11926265490229028
240.0,0.11768415558177714
260.0,0.12957592808730134
280.0,0.1069327968689113
300.0,0.1047373856447891
320.0,0.10515818664110012
340.0,0.09989505120715952
360.0,0.10653269783748823
380.0,0.10209892898635937
400.0,0.09718469294180693
420.0,0.09149947412220065
440.0,0.08889713863166604
460.0,0.09790505232361182
480.0,0.09333193867416276
500.0,0.09726139808522768
520.0,0.09460953052656891
540.0,0.09171016031198477
560.0,0.08573342658017216
580.0,0.08621176865456749
600.0,0.08365442224990416
620.0,0.08073304232124204
640.0,0.09567451645898611
660.0,0.09565657250974807
680.0,0.08670979439878126
700.0,0.09798940426193317
720.0,0.12241313277802948
740.0,0.11190244886169691
760.0,0.0952209914496118
780.0,0.08751862253493667
800.0,0.07545449534056618
820.0,0.07875414844580707
840.0,0.07950809665285279
860.0,0.07805693582348963
880.0,0.0824992928270545
900.0,0.08218245478974202
920.0,0.07836468272442025
940.0,0.06943423511915708
