epoch,Bleu4,bleus4_accurate (2),bleus4_accurate (3),bleus4_accurate (4)
0.0,0.2304972178372945,0.24719192037532264,0.2357351291302687,0.2182809489470373
20.0,0.23923776188758245,0.25677025269716225,0.2391054883004388,0.2580171843182632
40.0,0.24840659790283595,0.2633051186734953,0.24449642928661944,0.2482885609841918
60.0,0.24423358523123945,0.2275197611476116,0.2258224700384228,0.2178444123042216
80.0,0.25067055797699755,0.2407153137062552,0.21419684105036346,0.261253533231269
100.0,0.2301698269523308,0.2327457342550688,0.2041763612700915,0.25139114498482723
120.0,0.2292322964816653,0.264294290322196,0.20242377917856627,0.2372034304237483
140.0,0.2094297925849752,0.2306287725824433,0.20882795791239425,0.21579881789355548
160.0,0.20135445085319853,0.2317874818799897,0.20989557962629574,0.2208840234234553
180.0,0.19605656707713154,0.2275501400548705,0.2035127843428156,0.22896290436598246
200.0,0.2014023416394172,0.22774431243332235,0.19567072923190384,0.20748222990814166
220.0,0.2201165627104797,0.2351572897532125,0.1916452115094946,0.1924399575855022
240.0,0.21516800391321755,0.2380021372629406,0.1900302077419516,0.1945895404571048
260.0,0.20374867978996947,0.25804280524979833,0.1982879082257981,0.1828207642078548
280.0,0.2034085033565749,0.20660125892561226,0.25573206265893883,0.17352580719134053
300.0,0.1913255637982296,0.20661501102930474,0.2878162887645473,0.19121984393222966
320.0,0.1816022695763304,0.21098895675084428,0.21677777751429889,0.1977257598334102
340.0,0.20051771984627156,0.21145497310490927,0.21065131097515855,0.22235176168726672
360.0,0.2089194580841584,0.22424818432556334,0.20825828364287094,0.2027788761496108
380.0,0.1899445081244968,0.21749265552566768,0.2042786597238437,0.2615657612868532
400.0,0.18784814058237734,0.1965514075482876,0.20849296847474647,0.19598740136159307
420.0,0.22307211108698735,0.1803350048657424,0.2251722936689384,0.1734000698885808
440.0,0.22609066194867156,0.1767606880357563,0.24147027441004826,0.23198678078704504
460.0,0.17797718487830855,0.1991293511353777,0.1866782566294144,0.2375213745365954
480.0,0.18803906953827204,0.19639165829648889,0.1923597736776048,0.19671465220666645
500.0,0.19529082120252644,0.20888890726741716,0.20784395816660875,0.20055064319432736
520.0,0.18191878745906886,0.19596918611322486,0.22185241473769413,0.19319921044792196
540.0,0.1853641072565645,0.19080782772070798,0.2040748931287036,0.15816582809629154
560.0,0.193030424402714,0.1681367625949814,0.19037228725029665,0.16659000149398948
580.0,0.1909629669276569,0.17197974021762036,0.20381279046888892,0.17996019960836795
600.0,0.17587224437367985,0.16860423849142522,0.21545439652439816,0.16424708665995233
620.0,0.1837946310815023,0.1596441247881806,0.19888846179941444,0.16580413566303298
640.0,0.20315132572572844,0.19460711519337875,0.16600347960765174,0.14158330193324126
660.0,0.20084078160069171,0.186714252480166,0.16684553189982326,0.15589806289404448
680.0,0.19738959643268228,0.1642067334649654,0.1601207773750799,0.15745131521275654
700.0,0.18700574182163335,0.18746438012818464,0.179407186990305,0.17075440420508334
720.0,0.1886649247990014,0.24519199153972598,0.1678631209977804,0.17562868469564044
740.0,0.199796174504562,0.2231512716370979,0.1924384591229116,0.16900129628078955
760.0,0.22662414025298155,0.19674229749116265,0.1741067094954825,0.16168472112955412
780.0,0.20412928433853186,0.17606319975475446,0.16324959414334325,0.1534669719177366
800.0,0.18627208663152608,0.1467302656997436,0.16610095353476764,0.1860733189287936
820.0,0.17188848150406766,0.15473477067601715,0.1679319554001974,0.1739684700426144
840.0,0.16765393334223874,0.15654100149096875,0.18499341017949292,0.1742927124294097
860.0,0.1893473665120285,0.15411854909723474,0.19578106592220298,0.1811642807932204
880.0,0.19807486398911875,0.16766996623311967,0.16666162585518948,0.20012424593541933
900.0,0.21398117110362905,0.16163530264697284,0.180460279591867,0.18847725800803866
920.0,0.25990242833790744,0.1538490843222624,0.1926978135686412,0.17774921794604487
940.0,0.25781113801116823,0.1390474594715472,0.20367910405399145,0.16296304490450592
,,,0.19942827393375556,0.15676582296467692
,,,0.21474152683869766,0.1508166676517269
,,,0.23588737407888305,0.12907537366850222
