pre_gen_epoch:0   , 3.3723 
pre_gen_epoch:10  , 2.4842 
pre_gen_epoch:20  , 2.3550 
pre_gen_epoch:30  , 2.2941 
pre_gen_epoch:40  , 2.2694 
pre_gen_epoch:50  , 2.2553 
pre_gen_epoch:60  , 2.2407 
pre_gen_epoch:70  , 2.2260 
pre_gen_epoch:80  , 2.2337 
pre_gen_epoch:90  , 2.2194 
pre_gen_epoch:100 , 2.2103 
pre_gen_epoch:110 , 2.1985 
pre_gen_epoch:120 , 2.1941 
pre_gen_epoch:130 , 2.1970 
pre_gen_epoch:140 , 2.1870 
adv_step: 0       , 2.1848    
adv_step: 20      , 2.1845    
adv_step: 40      , 2.1848    
adv_step: 60      , 2.1855    
adv_step: 80      , 2.1866    
adv_step: 100     , 2.1882    
adv_step: 120     , 2.1900    
adv_step: 140     , 2.1921    
adv_step: 160     , 2.1948    
adv_step: 180     , 2.1971    
adv_step: 200     , 2.1993    
adv_step: 220     , 2.2023    
adv_step: 240     , 2.2045    
adv_step: 260     , 2.2072    
adv_step: 280     , 2.2087    
adv_step: 300     , 2.2109    
adv_step: 320     , 2.2138    
adv_step: 340     , 2.2153    
adv_step: 360     , 2.2168    
adv_step: 380     , 2.2190    
adv_step: 400     , 2.2213    
adv_step: 420     , 2.2238    
adv_step: 440     , 2.2262    
adv_step: 460     , 2.2280    
adv_step: 480     , 2.2292    
adv_step: 500     , 2.2310    
adv_step: 520     , 2.2340    
adv_step: 540     , 2.2364    
adv_step: 560     , 2.2383    
adv_step: 580     , 2.2413    
adv_step: 600     , 2.2443    
adv_step: 620     , 2.2470    
adv_step: 640     , 2.2500    
adv_step: 660     , 2.2536    
adv_step: 680     , 2.2571    
adv_step: 700     , 2.2609    
adv_step: 720     , 2.2659    
adv_step: 740     , 2.2714    
adv_step: 760     , 2.2778    
adv_step: 780     , 2.2852    
adv_step: 800     , 2.2918    
adv_step: 820     , 2.2973    
adv_step: 840     , 2.3052    
adv_step: 860     , 2.3134    
adv_step: 880     , 2.3202    
adv_step: 900     , 2.3288    
adv_step: 920     , 2.3386    
adv_step: 940     , 2.3497    
adv_step: 960     , 2.3632    
adv_step: 980     , 2.3757    
adv_step: 1000    , 2.3886    
adv_step: 1020    , 2.4019    
adv_step: 1040    , 2.4165    
adv_step: 1060    , 2.4334    
adv_step: 1080    , 2.4501    
adv_step: 1100    , 2.4682    
adv_step: 1120    , 2.4862    
adv_step: 1140    , 2.5057    
adv_step: 1160    , 2.5236    
adv_step: 1180    , 2.5445    
adv_step: 1200    , 2.5663    
adv_step: 1220    , 2.5893    
adv_step: 1240    , 2.6119    
adv_step: 1260    , 2.6362    
adv_step: 1280    , 2.6608    
adv_step: 1300    , 2.6868    
adv_step: 1320    , 2.7125    
adv_step: 1340    , 2.7397    
adv_step: 1360    , 2.7649    
adv_step: 1380    , 2.7873    
adv_step: 1400    , 2.8088    
adv_step: 1420    , 2.8301    
adv_step: 1440    , 2.8482    
adv_step: 1460    , 2.8666    
adv_step: 1480    , 2.8817    
adv_step: 1500    , 2.8940    
adv_step: 1520    , 2.9047    
adv_step: 1540    , 2.9152    
adv_step: 1560    , 2.9249    
adv_step: 1580    , 2.9332    
adv_step: 1600    , 2.9417    
adv_step: 1620    , 2.9510    
adv_step: 1640    , 2.9592    
adv_step: 1660    , 2.9668    
adv_step: 1680    , 2.9728    
adv_step: 1700    , 2.9788    
adv_step: 1720    , 2.9850    
adv_step: 1740    , 2.9920    
adv_step: 1760    , 2.9986    
adv_step: 1780    , 3.0042    
adv_step: 1800    , 3.0100    
adv_step: 1820    , 3.0166    
adv_step: 1840    , 3.0238    
adv_step: 1860    , 3.0304    
adv_step: 1880    , 3.0357    
adv_step: 1900    , 3.0413    
adv_step: 1920    , 3.0472    
adv_step: 1940    , 3.0520    
adv_step: 1960    , 3.0588    
adv_step: 1980    , 3.0643    
