epoch,Bleu2,bleus2_accurate (2),bleus2_accurate (3),bleus2_accurate (4)
0.0,0.7372636806984151,0.7432037979921828,0.7484587644501646,0.7466123062156053
20.0,0.7641543853282611,0.7828577118430198,0.7556607609339511,0.7476558980025855
40.0,0.7623561660055701,0.764869210795905,0.7475018260983799,0.7714631867095424
60.0,0.730987205389453,0.7646666446422454,0.7440240033076478,0.7611136479092523
80.0,0.7265059460669624,0.7534321165834326,0.742538099439629,0.7599587552646353
100.0,0.715749391865677,0.7483173464956718,0.7506732828644801,0.7507148605880908
120.0,0.7734695505199003,0.7391539497853826,0.7414284515677938,0.7582130495451223
140.0,0.7553553292710665,0.7636163146615198,0.7304044754602953,0.7460363444039081
160.0,0.7584635591975514,0.7509221363335399,0.7267335613288288,0.7476149020452819
180.0,0.7450488719824481,0.7354450442037452,0.7541132685999233,0.7617245490484128
200.0,0.7298239388479708,0.7431387381180107,0.730435920448003,0.7373348105564427
220.0,0.7166685350025936,0.7369101996959744,0.7445740236269539,0.7244575580136533
240.0,0.7087013904902122,0.7470300051637191,0.7427350857834201,0.73651291815942
260.0,0.7191363442616565,0.7011918946450791,0.7220814574397133,0.7455360220419062
280.0,0.7526491305151597,0.7786277254116577,0.7435288107486604,0.7390183380015659
300.0,0.7536660214668645,0.7685346374558574,0.7516649009839604,0.7576154330583577
320.0,0.7491318779669858,0.765562514669289,0.7559106075294877,0.7392898548053604
340.0,0.7455261146768225,0.7557092489115188,0.7479258511015359,0.7169431601811321
360.0,0.7386596790886353,0.7438741900013276,0.7191033991420133,0.7292392089860328
380.0,0.7099121875560856,0.7583686666362401,0.7182134488680653,0.7274063886427874
400.0,0.7072681466677616,0.7315591234501052,0.7545176527723798,0.7492870712910976
420.0,0.7345942897360884,0.7428597437229748,0.7405036259873993,0.7434088385216125
440.0,0.7407366479746396,0.7584306600147311,0.7558978527959302,0.737092974881745
460.0,0.7201117138547573,0.753158103336225,0.7389475092415608,0.7490725490725935
480.0,0.7436511965227621,0.7477973546217357,0.7083377458325061,0.7448872749433144
500.0,0.7293066399347949,0.7514550010416229,0.7211633351228537,0.7374294204248589
520.0,0.6931892499269388,0.7553103061486767,0.7284077536109258,0.7343929077423405
540.0,0.7112722664802039,0.7646830454428196,0.6858561095645782,0.7407845066343889
560.0,0.7197621707129931,0.7759200358998016,0.6869818546130156,0.7320518363907995
580.0,0.7198670195026653,0.7725501289301093,0.7096742371578015,0.7116146241592926
600.0,0.7353312261892591,0.7610839755338811,0.7426956787548731,0.7211662685047242
620.0,0.7141694493255439,0.7568775098728718,0.7287480245768928,0.7023597521208758
640.0,0.7010542146181048,0.7896439391860487,0.7352331902553467,0.7353878654775813
660.0,0.6965047436983158,0.7469105123131875,0.7670950383151384,0.7552686884698565
680.0,0.7343150696235751,0.7423929801364425,0.7418652582636411,0.7383069290891312
700.0,0.715045507984679,0.7694619563378254,0.7846959038165354,0.7368119247851549
720.0,0.7581840381346652,0.7571775155419899,0.7944591739618779,0.7360148301381736
740.0,0.7494560834578365,0.7525840076571975,0.7952247657522068,0.7114655135119259
760.0,0.7072474408674234,0.7667481338477631,0.7635833319028595,0.7380403703706362
780.0,0.7599693342593495,0.7572923824306096,0.7569044495618746,0.7236699569919942
800.0,0.7367629586491325,0.7309463507971241,0.7469579549042573,0.7180305810656008
820.0,0.7155312793243004,0.7492401760254673,0.7613289316991619,0.7391623621430539
840.0,0.6674841961794302,0.7332136774126867,0.7404330906107449,0.7469818845678273
860.0,0.7194987984534653,0.7496834575592634,0.734271310638252,0.7325523476743676
880.0,0.7195589517323288,0.7618763112218058,0.7411762193808381,0.7346409503192147
900.0,0.684311092343827,0.7624560918995917,0.7315109156686356,0.731714371909534
920.0,0.6745206501465629,0.741124988306482,0.7321350346081498,0.7354471278742495
940.0,0.6844038104963694,0.726159987659712,0.7304488169355362,0.7575709786392422
960.0,0.7099158751086255,0.7503600522343957,0.7284025197953511,0.7342636973351439
980.0,0.7089913431240518,0.7564632902131629,0.7522279389105129,0.7251062598454849
999.0,0.7278865119822439,0.7503762612096095,0.7618562725335098,0.7081193226898965
