epoch,Bleu3
0.0,0.5181512934692599
20.0,0.5142105818539826
40.0,0.5413253855264375
60.0,0.5377407763545882
80.0,0.5399308473612368
100.0,0.5141657615707809
120.0,0.5114221216359404
140.0,0.5000418493216683
160.0,0.5012148910578079
180.0,0.5246797355799432
200.0,0.49042684243267587
220.0,0.47313596073850417
240.0,0.4950887969891197
260.0,0.5041743923010541
280.0,0.490355896715365
300.0,0.5233525692715785
320.0,0.5077745643549981
340.0,0.4798846238863898
360.0,0.4982205122547803
380.0,0.49776220656568354
400.0,0.5269100923573132
420.0,0.5175439418848098
440.0,0.5012538218065956
460.0,0.5143685726128026
480.0,0.509256476272846
500.0,0.4993994346462659
520.0,0.47600426845811417
540.0,0.4830520229386966
560.0,0.48442079163946444
580.0,0.4637615618824883
600.0,0.47266324524418896
620.0,0.45922700874858674
640.0,0.48095071950595836
660.0,0.5092849821035539
680.0,0.4961312615234598
700.0,0.48602231156967035
720.0,0.4681666201076064
740.0,0.46092596423280424
760.0,0.48764344679809385
780.0,0.4525212636561406
800.0,0.4536272792861957
820.0,0.4756178270771167
840.0,0.47569475634053543
860.0,0.49276619809039884
880.0,0.4746581713666382
900.0,0.44567512564696965
920.0,0.47517870648385396
940.0,0.49385987541433163
960.0,0.4623284879692648
980.0,0.4506331320136128
999.0,0.43478255525506027
