epoch,Bleu2
0.0,0.7511295629067984
20.0,0.7527997166858366
40.0,0.7535357178108338
60.0,0.7594728854353717
80.0,0.7617701764002849
100.0,0.7639222998518218
120.0,0.7686966279080423
140.0,0.7679971662494043
160.0,0.7664026269530881
180.0,0.7672994782554394
200.0,0.7663459926163525
220.0,0.7598073128121355
240.0,0.7590955634002164
260.0,0.7562596921300111
280.0,0.7527187482716194
300.0,0.7489299828182532
320.0,0.7437345434208491
340.0,0.7339331150395826
360.0,0.7283571829579748
380.0,0.7208500978588045
400.0,0.7165625731334091
420.0,0.7165465743692548
440.0,0.7072986124483173
460.0,0.7012063519447046
480.0,0.705168799953411
500.0,0.6985918727703313
520.0,0.6945452637095197
540.0,0.7013394904114629
560.0,0.7010263485605963
580.0,0.701848435952317
600.0,0.7037530010574612
620.0,0.7063065634561307
640.0,0.7084355291555492
660.0,0.7147347026392724
680.0,0.7151261545766125
700.0,0.716233210016605
720.0,0.7209825341088827
740.0,0.7259473005147539
760.0,0.7287465008626498
780.0,0.7298689221106345
800.0,0.7280413952450173
820.0,0.7339247939986017
840.0,0.7321185132766436
860.0,0.733064800365817
880.0,0.7356559451703658
900.0,0.7346569368626836
920.0,0.7349743498696569
940.0,0.7390431828696652
960.0,0.744685393477484
980.0,0.7432202460621762
1000.0,0.740164316767849
1020.0,0.7459029466460191
1040.0,0.746244794105854
1060.0,0.7473251729971034
1080.0,0.745666767972206
1100.0,0.7431758473172072
1120.0,0.7464325235179867
1140.0,0.7480143049403514
1160.0,0.7474823276938191
1180.0,0.7491326118941538
1200.0,0.7488076000394938
1220.0,0.747685982427232
1240.0,0.7499262044937005
1260.0,0.7498099479572553
1280.0,0.751146270266257
1300.0,0.7521960597993851
1320.0,0.7523234008284511
1340.0,0.7539030025461946
1360.0,0.7524935779154007
1380.0,0.7530974418875167
1400.0,0.7538013955433118
1420.0,0.752519628547667
1440.0,0.7487141773992533
1460.0,0.7489603263869851
1480.0,0.7520177687653485
1500.0,0.751245384586801
1520.0,0.7516208103828302
1540.0,0.752015289278102
1560.0,0.7523871033818709
1580.0,0.7534915524766829
1600.0,0.7545927312667131
1620.0,0.7524083404831975
1640.0,0.7522637812347297
1660.0,0.7537538697417389
1680.0,0.7559710153745274
1700.0,0.7558123570874423
1720.0,0.7526432875962374
1740.0,0.75345392107574
1760.0,0.7528723833186882
