epoch,Bleu5,bleus5_999999_na (2),bleus5_999999_na (3),bleus5_999999_na (4)
0.0,0.11678069329612024,0.11806478628523125,0.1155752651752413,0.1164142189970957
20.0,0.11772909309129073,0.1185763555441772,0.1177427085838188,0.1170833068683552
40.0,0.11863353966182835,0.11952183516184775,0.11843661618910906,0.1189078343825716
60.0,0.12091983672562695,0.1223078150226847,0.12150103565276806,0.12093599672657412
80.0,0.12355785677612775,0.1248914602013755,0.12368906684878607,0.12520771653038168
100.0,0.12540428661296715,0.12730473368463718,0.12618826836996389,0.1268262182047475
120.0,0.1278025955811057,0.13080979939514134,0.12636411138440545,0.12969703237471064
140.0,0.13018298494493885,0.13314104451455724,0.13090803073447274,0.1324453435898695
160.0,0.1342803739851053,0.13551023511642554,0.13349431268186998,0.1348438903608571
180.0,0.1356132810001447,0.1378255442931903,0.13647803198672614,0.138390792438806
200.0,0.13770826346225515,0.1377037071996886,0.13865643365141098,0.1376611771618342
220.0,0.13877103929035434,0.1399151905568626,0.14068363674554735,0.1406630216005195
240.0,0.1414536756601348,0.1410549179491204,0.1407270662086902,0.14280012921664909
260.0,0.1426760237406536,0.14293112850765385,0.1446003809175071,0.14302762608190692
280.0,0.14332164756372448,0.14299787185552973,0.1438520658989772,0.14403626389394095
300.0,0.14555710372210054,0.14535202484252766,0.14443502096005548,0.14575442650189516
320.0,0.14693627774394885,0.1438806512475974,0.14504978667194807,0.1446929349202239
340.0,0.14642900777674034,0.14355646068747133,0.14290839019751572,0.1451702951109557
360.0,0.1475399136921425,0.14348004298536185,0.1450832761800397,0.14671542671340132
380.0,0.14913625826874105,0.1441825239933828,0.14655999702083514,0.14533130947436726
400.0,0.1501378978870462,0.14449390095816636,0.14556629533379234,0.1457300536918799
420.0,0.14905426092594892,0.144568803407867,0.14546907029624995,0.14450086567441084
440.0,0.14816949000606414,0.14461306856009667,0.1457965989438458,0.14514707746116787
460.0,0.14848484008941765,0.1424910892868884,0.1474995808011442,0.14404721177215324
480.0,0.15018211678461707,0.14486350539057075,0.14386891318224054,0.14592463558293664
500.0,0.1507607252344738,0.14306503035275026,0.14615706215443774,0.14191789716655734
520.0,0.1492775136748248,0.14228304929674185,0.14427759199553206,0.14387920475916505
540.0,0.14741724939290385,0.14176621620544186,0.1466711456024612,0.1414810081408889
560.0,0.1487709737428326,0.14274334171627498,0.1479626819390645,0.14116800609517238
580.0,0.14817619170841415,0.1439852887180042,0.14612034224627868,0.14031623811868213
600.0,0.148539101258573,0.1454100015694667,0.1495622920656994,0.1406885802071952
620.0,0.14702788677290093,0.14563727529573958,0.14751822693866168,0.13813950893522536
640.0,0.14689350053274144,0.14482967918565262,0.14696527045487526,0.14032905764519432
660.0,0.1449560513512415,0.14678675702388602,0.14595443921100196,0.13851985447739135
680.0,0.1465473171580994,0.14454484408475146,0.1478709916982737,0.13900131170964464
700.0,0.14683064690959902,0.1454800368400599,0.14859494179807325,0.13849365299518862
720.0,0.14591729285683874,0.14548017777502026,0.14815697959021434,0.13722399096918436
740.0,0.14557382063989804,0.14686623049758435,0.14814813451831524,0.13778579104218752
760.0,0.14564767274897925,0.14704676612398446,0.14739413967822804,0.13844224661131874
780.0,0.14507122591719065,0.1457767897914904,0.14865800016083627,0.1379271171266403
800.0,0.14513339430787436,0.1462688274965188,0.1478174228931284,0.13706135666278565
820.0,0.1444156112736111,0.14641599300227304,0.14724135939875369,0.1366910822018008
840.0,0.14360194532329135,0.14422962856283295,0.14827663760316126,0.13911628385975616
860.0,0.14365681446506054,0.14485803719785675,0.14539913739448831,0.13696412395927515
880.0,0.14575923392453952,0.1432407768809941,0.1454925505876956,0.13973678623000982
900.0,0.14324451539121125,0.1429633016077856,0.14496299433042134,0.13741782249112794
920.0,0.14478869537187242,0.14307581491953442,0.1439465660052509,0.13814300666405882
940.0,0.14317495736497618,0.14177560252226598,0.14549375307927548,0.13793724311029693
960.0,0.1451132042894468,0.1429396775046652,0.14469098422250565,0.138344089364712
980.0,0.144018048019506,0.141487814532281,0.14370599582406318,0.13870825140745074
1000.0,0.14381850715135736,0.14120306683130335,0.14292640163830328,0.13930706904723802
1020.0,0.14481831905616438,0.1416162277099048,0.14173441445023627,0.13755335781499434
