epoch,Bleu2
0.0,0.7383155738656698
20.0,0.7407915386669591
40.0,0.7374711315619014
60.0,0.7382671623731633
80.0,0.7410674474767129
100.0,0.7455742444825101
120.0,0.745633533330161
140.0,0.7447767401747429
160.0,0.7465796285302846
180.0,0.7485325181133727
200.0,0.7452884197195261
220.0,0.7487211996811399
240.0,0.7495355386510644
260.0,0.7491582500481163
280.0,0.7503341432920109
300.0,0.7518137030363272
320.0,0.7517654404413364
340.0,0.7505592916089701
360.0,0.7549902134609145
380.0,0.7535467999812717
400.0,0.7549946211007709
420.0,0.7564428770961301
440.0,0.7571680869069594
460.0,0.762199089096102
480.0,0.7607829360625012
500.0,0.7589894415210908
520.0,0.7627063719055236
540.0,0.7619392951556845
560.0,0.7654934614081871
580.0,0.7642347297808303
600.0,0.7654878976048468
620.0,0.7664862982356333
640.0,0.7654827496284801
660.0,0.7677729447960555
680.0,0.7705307335802465
700.0,0.7712218756503019
720.0,0.7724748719295564
740.0,0.7734938000284338
760.0,0.7750133600708942
780.0,0.7763061518658959
800.0,0.7759893711348378
820.0,0.7757248383977576
840.0,0.7771555196373898
860.0,0.7797903471536288
880.0,0.7796281483851815
900.0,0.7796506659685704
920.0,0.7800208654744303
940.0,0.7835336858192438
960.0,0.7822082630967807
980.0,0.7851553564511595
1000.0,0.7816293962952573
1020.0,0.7873257646447169
1040.0,0.7832129030610508
1060.0,0.7871613273038668
1080.0,0.7869831324831427
1100.0,0.7911435093038914
1120.0,0.7878099382782242
1140.0,0.7924284163723729
1160.0,0.796108067688925
1180.0,0.7939122159246194
1200.0,0.7930013167724421
1220.0,0.7930143641979349
1240.0,0.7954061244813898
1260.0,0.7992451712197564
1280.0,0.7973310744165272
1300.0,0.7975409371394975
1320.0,0.8023217067605108
1340.0,0.8012276497041761
1360.0,0.8021502435207436
1380.0,0.8038434518882964
1400.0,0.8048188615932095
1420.0,0.8072049748659782
1440.0,0.8071178249620132
1460.0,0.8068595844321421
1480.0,0.8130986733819517
1500.0,0.8147492295631711
1520.0,0.8132624954147011
1540.0,0.8146501194368244
1560.0,0.816699976757168
1580.0,0.8151944511635675
1600.0,0.8241578535028113
1620.0,0.8226176146785906
1640.0,0.8241713565848775
1660.0,0.8252820816807741
1680.0,0.8282878861723985
1700.0,0.8304447355408561
1720.0,0.8308905171320902
1740.0,0.8319740073732864
1760.0,0.8325999566365582
1780.0,0.8352881219096077
1800.0,0.8372827569630027
1820.0,0.8407774596352019
1840.0,0.8406939236010254
1860.0,0.8453449842043893
1880.0,0.8461731133370686
1900.0,0.8486041497971252
1920.0,0.847560234361894
1940.0,0.8518612305184249
1960.0,0.8527408088221053
1980.0,0.8544134449340013
