epoch,Bleu5,bleus5_999999_na (2),bleus5_999999_na (3),bleus5_999999_na (4),bleus5_999999_na (5),bleus5_999999_na (6),bleus5_999999_na (7),bleus5_999999_na (8)
0.0,0.18999529052368516,0.19641388044455815,0.1910509785933023,0.20355655459659674,0.19614251641772087,0.19825780459609327,0.192651219483231,0.19122473865373552
20.0,0.19206314288139545,0.1992596295427572,0.19403792294598646,0.20437559060727048,0.1955215152160829,0.2030499147628549,0.19220806173331176,0.193505924684165
40.0,0.19420010291670603,0.20132150720941944,0.19387615501058336,0.20662501119214094,0.19901610185080387,0.19982486219467768,0.19694539212947973,0.1958923047368622
60.0,0.19689305859106074,0.20042889482733006,0.19266251016851388,0.2088774401107764,0.19934601517529146,0.200342692878106,0.19723193720159748,0.19618493149189475
80.0,0.1955079184597404,0.2041391209680497,0.1981237092241693,0.2078772593838658,0.2034221823587272,0.2032943657547792,0.19743872155240327,0.1977476650106426
100.0,0.19553165734635947,0.20302298212233325,0.19910568216877048,0.21007189970625745,0.2049974900012868,0.20589954947886446,0.20086139992281324,0.19689672666913188
120.0,0.19868829259252185,0.2057881148296037,0.198237103717693,0.20960922653060748,0.20468575660142135,0.2058396886786396,0.1991115091248765,0.19936344824608432
140.0,0.1984804793106228,0.20618424117742984,0.19929320196755032,0.21117143453634055,0.20440254046878772,0.20569313188123184,0.1996011975029332,0.20148743144703546
160.0,0.19807710156823904,0.20849427189737735,0.19963758906422926,0.2102477407493147,0.2064298341989104,0.20887419211614916,0.2015257068478143,0.20181745853213176
180.0,0.19847137795254105,0.2082352011074653,0.19849626135057905,0.21235325101463656,0.20802048490576036,0.2098967116924804,0.200451822116416,0.2003734284827886
200.0,0.20175440160713534,0.20941919088876587,0.20362216235859493,0.2147260169564003,0.20948375412409886,0.2094169819765798,0.2004544037322163,0.2028082869149268
220.0,0.20020445038985032,0.21085812740838505,0.20408151558709475,0.2131929221353287,0.20964279535650904,0.2093581778231473,0.2011618511301948,0.20825739258788145
240.0,0.20431876246226247,0.21279992169351974,0.204556158911,0.21578319716986916,0.21242831583887595,0.21514160562776435,0.2034622467490004,0.2088920521025475
260.0,0.19976542518536985,0.21379870901699066,0.2051089988491142,0.2149564245579517,0.21514152399888112,0.21068321237763302,0.20595547649758625,0.20777710149231854
280.0,0.20438922519755406,0.2124338746178344,0.20640332505360207,0.2158385403554557,0.21221541840514405,0.21441359625359227,0.20592357847502046,0.20872922617942702
300.0,0.2053788533044108,0.2145476477084089,0.2033050115003546,0.2177188986978187,0.21284633600545888,0.21457767339106587,0.20477880253044686,0.21178221194155272
320.0,0.2045005066843813,0.21611187086379724,0.20336384667635715,0.22144360392149293,0.2175254021308292,0.21352040965935232,0.2076172399144837,0.21164086270437185
340.0,0.20625388010922108,0.21710926993568733,0.2058085050971108,0.2201726538944005,0.21659786854429725,0.21261218059853995,0.20527192715737924,0.2115097841082484
360.0,0.2066921801555244,0.2181769724793955,0.20902711114035205,0.21650838745710507,0.22240652566925087,0.2148135999511626,0.20772957246746548,0.21387000135947734
380.0,0.2072917905407678,0.2161446072154152,0.20834112147664327,0.2221485486893412,0.2203462175642217,0.21683791296285,0.2116790511166909,0.21204659392329767
400.0,0.20851886226665925,0.21776644586566216,0.21077876909950724,0.220219402267531,0.21706296520094065,0.21808785522157764,0.211637631072992,0.2125279661335744
420.0,0.20701335799532225,0.22085317746903546,0.2094638816798357,0.22295731555767756,0.22413717576847111,0.2175263791049689,0.2097824945611916,0.21244244742788054
440.0,0.2088708755889124,0.221248441623964,0.20917859812351156,0.22385216049571025,0.2239638735630434,0.2211700600735401,0.21412906062981493,0.21611090369105104
460.0,0.20990001683798154,0.222527399276684,0.21173254853232026,0.22472112245764705,0.2231487047535833,0.2245799485486664,0.20941603006980733,0.2171553704803425
480.0,0.20931047450590046,0.2239372528649625,0.21204111642973225,0.2269848241491944,0.2295116343325277,0.2231276137281896,0.2125572998074383,0.218620834175048
500.0,0.20950210833436336,0.2254915113104214,0.216900640786758,0.2276898447777764,0.227135439050632,0.2256860565491485,0.2101383149643372,0.22003626536571125
520.0,0.2113582966941336,0.2235872898781585,0.2160669951112586,0.22821910288329386,0.22668427872996544,0.2276003384659032,0.21367864040342005,0.22180172664919934
540.0,0.2150611408887486,0.22704863982025916,0.2168727066806396,0.22892303978104375,0.2281119273284752,0.2265242851035608,0.21276120110430735,0.2253094971454495
560.0,0.2121107090150847,0.2293421698344694,0.21405168167588576,0.2322910198558109,0.2319071181581859,0.22977418132954325,0.2121713268476656,0.22412853452207576
