epoch,Bleu2,bleus2_999999_na (2),bleus2_999999_na (3),bleus2_999999_na (4),bleus2_999999_na (5),bleus2_999999_na (6),bleus2_999999_na (7),bleus2_999999_na (8)
0.0,0.7340685200624802,0.7383807859293109,0.7316098656917485,0.7455908295602347,0.7320096946427614,0.7383155738656698,0.7353721814617783,0.7393449705675055
20.0,0.7305229104523543,0.7389594529835358,0.7333240660889526,0.7470773158046884,0.7355402435978337,0.7407915386669591,0.7364656463708498,0.7389607378149384
40.0,0.7352957969789594,0.7421965822536201,0.7330737184195965,0.7512140515721182,0.7358970288496097,0.7374711315619014,0.7394264705969575,0.7420166532214966
60.0,0.7382018885489625,0.7408464304189314,0.7319070959805225,0.7509453466732466,0.7366403963783991,0.7382671623731633,0.7406611260095252,0.7397096204828498
80.0,0.7382548687780078,0.7440842418163884,0.7370473667350188,0.7475127575207484,0.7408738187936871,0.7410674474767129,0.7408708445086051,0.7421468028772865
100.0,0.7376550487458717,0.742069301070225,0.7359852849564043,0.7514531354617856,0.7413939952705241,0.7455742444825101,0.743491304169343,0.742700098299817
120.0,0.7405011324667676,0.7448030702591436,0.7374489597758306,0.7536047955116829,0.7426622470328382,0.7456335333301608,0.742944750818568,0.7450498879426051
140.0,0.7406532653092796,0.7437512920561002,0.7376594735786864,0.7539956453399929,0.7397855908865537,0.7447767401747429,0.7439536128782112,0.7475031387646799
160.0,0.7406972110488793,0.7471254794063421,0.7387595497543727,0.7527131473332626,0.7437768156190094,0.7465796285302846,0.7460943692155888,0.7482530499417196
180.0,0.7397884572860655,0.7479282243277552,0.7353375761563258,0.7515416525830335,0.7450754567886545,0.7485325181133727,0.7444137937511013,0.7483533289623037
200.0,0.7447330835877862,0.7470614792172575,0.7433751316226803,0.7554732374661741,0.7450193072027604,0.7452884197195261,0.7435783930760983,0.7482822208574407
220.0,0.7425087536595621,0.7485954156209728,0.7417751344807108,0.7539550676454705,0.7442810740190458,0.7487211996811399,0.7462123986655824,0.7541786987378799
240.0,0.7452232675002635,0.7508586583629914,0.7435919289719483,0.7579494865328227,0.7482706123696399,0.7495355386510644,0.7478983974843185,0.7548048645268041
260.0,0.7428877286651173,0.7507494392676646,0.7438597256324949,0.7560903673305346,0.7489609540593478,0.7491582500481163,0.7510668085219879,0.7531163464221999
