epoch,Bleu4,bleus4_999999_na (2),bleus4_999999_na (3),bleus4_999999_na (4),bleus4_999999_na (5),bleus4_999999_na (6),bleus4_999999_na (7),bleus4_999999_na (8)
0.0,0.3067461984575198,0.3155421399101125,0.30712007059068125,0.3264599768742169,0.3120496221978592,0.3171132493596181,0.3083825022216325,0.3093370923802841
20.0,0.3087351912725733,0.31837218477941404,0.3108822783759266,0.32663534402267963,0.3132169581288552,0.3224079190208797,0.3098797284897142,0.3134058099519393
40.0,0.31160160058471753,0.32309196039757937,0.3114796246728728,0.3311198163583137,0.31589692570637257,0.3175438890871021,0.3161155494897326,0.31688177607713
60.0,0.3155929982025239,0.3196562436716853,0.3100860866259076,0.3326063514189113,0.3165631749370856,0.31775531791865097,0.31659795785260153,0.3159980865312515
80.0,0.3150581622024147,0.3257108945230454,0.3174712811376537,0.3314281936427772,0.32187482228910663,0.3224305220717481,0.3157673906215964,0.31917796130189663
100.0,0.31434515467245755,0.3239337881079796,0.31707481416294786,0.33569082756973456,0.3246008228553888,0.32684941627905084,0.3209855614212562,0.3168476661784773
120.0,0.3184641344227454,0.3273141905846235,0.3173339816772483,0.3346840480684053,0.3248036322680958,0.3266387603392831,0.3196223366591713,0.3213836470806013
140.0,0.31763882556976514,0.3274512271192521,0.3188397514820204,0.33629536853781594,0.32478903814911364,0.3271305460535133,0.31868489110232484,0.3251610526658755
160.0,0.317738988451546,0.3308423279936311,0.3192526954609235,0.33475326632539143,0.32688259400083336,0.3308113318534089,0.3213996668702553,0.32469567212918804
180.0,0.3189981552903565,0.3316200846673149,0.3168726389665431,0.3370753487466417,0.3293365018802568,0.3323337752806393,0.3197925908369367,0.32255009399453954
200.0,0.3228689283989649,0.3320915099366805,0.3252842070567037,0.340894738689617,0.3307555666835611,0.329644560754701,0.320368575214153,0.32501322880276057
220.0,0.31963547632166833,0.33230541899343435,0.32606011710169197,0.3386977498687884,0.3298353706292974,0.3316618143879223,0.3215868371705288,0.3331934843212557
240.0,0.3261582244934855,0.3354124972726639,0.32572200860916883,0.3422473350487697,0.3350734353070133,0.3376882710219741,0.3244635518781149,0.3349615973451585
260.0,0.3192528154798088,0.3379259091514041,0.326122198582193,0.3412783512413174,0.33717567387769865,0.3321094791595884,0.3278488485115356,0.33285645212958304
280.0,0.32641030706342145,0.3366280600669463,0.3281327234259172,0.3427133255143689,0.3347711301538593,0.3388351044803438,0.326686189883765,0.33374886068180953
300.0,0.3274960754702509,0.3386655188444435,0.3252313414592775,0.3438536692138681,0.3344682835044476,0.3388880428996096,0.3249198546218301,0.3367599627881967
320.0,0.3259979653621867,0.3416570244243605,0.323647911667091,0.3481441024349416,0.3404880914181925,0.3368077341742746,0.3285294111941324,0.3376397930295041
340.0,0.3276190960774996,0.3421579720578429,0.3280927765018421,0.3477810924831476,0.34029388864441873,0.3365121916547384,0.32706975694783325,0.3382853026215755
360.0,0.3300336566815725,0.3432242633182469,0.3315385847594157,0.3440920564423021,0.34822202371635713,0.3400449744258288,0.32915390520605675,0.3397714565883462
