1,1.5165421
11,0.9699294
21,0.8586035
31,0.8150053
41,0.79363513
51,0.7775406
61,0.76909006
71,0.75832653
81,0.7516399
91,0.744915
101,0.73731524
111,0.7340677
121,0.7364854
131,0.7313076
141,0.7269199
151,0.7349397
171,0.80707806
191,0.8558789
211,0.89251417
231,0.94019943
251,1.005787
271,0.9926784
291,1.0082465
311,1.0254259
331,1.0292448
351,1.0680392
371,1.1338682
391,1.1745371
411,1.2039713
431,1.1577047
451,1.1583331
471,1.1697448
491,1.1729853
511,1.1792935
531,1.2070531
551,1.2024817
571,1.2340043
591,1.2513504
611,1.2444063
631,1.2610804
651,1.2930881
671,1.3194385
691,1.3126191
711,1.3276651
731,1.334607
751,1.3441416
771,1.3579956
791,1.3378447
811,1.3229012
831,1.3482249
851,1.3633773
871,1.3525956
891,1.3616734
911,1.3520861
931,1.3862653
951,1.3950616
971,1.3963958
991,1.3913809
1011,1.3997517
1031,1.410444
1051,1.3923708
1071,1.4255233
1091,1.4419014
1111,1.441097
1131,1.4309378
1150,1.431251
