1      ,1.5817504  
11     ,0.96613353 
21     ,0.842748   
31     ,0.794962   
41     ,0.7758121  
51     ,0.7659788  
61     ,0.75219375 
71     ,0.7393004  
81     ,0.7347139  
91     ,0.72789264 
101    ,0.725062   
111    ,0.72321486 
121    ,0.7169452  
131    ,0.7150822  
141    ,0.713486   
151    ,0.7185695  
171    ,0.7971529  
191    ,0.8578151  
211    ,0.87806475 
231    ,0.9053166  
251    ,0.9374198  
271    ,0.96490586 
291    ,0.9841817  
311    ,1.0276335  
331    ,1.0412028  
351    ,1.0896982  
371    ,1.0914533  
391    ,1.0999519  
411    ,1.1015365  
431    ,1.0794531  
451    ,1.094063   
471    ,1.0930222  
491    ,1.1047702  
511    ,1.1313833  
531    ,1.1482803  
551    ,1.1759199  
571    ,1.1751988  
591    ,1.1618422  
611    ,1.1570994  
631    ,1.1717132  
651    ,1.18937    
671    ,1.2096884  
691    ,1.2156367  
711    ,1.234015   
731    ,1.2453614  
751    ,1.2605994  
771    ,1.2711154  
791    ,1.2760556  
811    ,1.2784727  
831    ,1.2842268  
851    ,1.2857456  
871    ,1.2797974  
891    ,1.2717184  
911    ,1.2818966  
931    ,1.2916172  
951    ,1.2838846  
971    ,1.2903986  
991    ,1.3028774  
1011   ,1.3210328  
1031   ,1.3468157  
1051   ,1.3810693  
1071   ,1.3927969  
1091   ,1.3991016  
1111   ,1.41413    
1131   ,1.4370745  
1150   ,1.4228048  
