1,1.5299021
11,0.9592692
21,0.83382946
31,0.7913834
41,0.7713971
51,0.75440824
61,0.7508549
71,0.7403895
81,0.73168576
91,0.7224812
101,0.719595
111,0.71421003
121,0.711734
131,0.7074582
141,0.70495945
151,0.7080502
171,0.77826935
191,0.81231487
211,0.84951115
231,0.8825699
251,0.8955832
271,0.9146768
291,0.93200153
311,0.9636725
331,1.0724411
351,1.0797232
371,1.0903846
391,1.1042562
411,1.0461711
431,1.0535296
451,1.0730883
471,1.0621791
491,1.0894961
511,1.1154462
531,1.1114576
551,1.1174856
571,1.1324159
591,1.1422056
611,1.1348282
631,1.1623048
651,1.1865036
671,1.1789111
691,1.1751407
711,1.2013768
731,1.1973825
751,1.1845576
771,1.2016454
791,1.2290035
811,1.237308
831,1.240306
851,1.2433301
871,1.2608579
891,1.2640179
911,1.2579154
931,1.2683309
951,1.2788082
971,1.2974044
991,1.2963783
1011,1.2894793
1031,1.2880688
1051,1.2904105
1071,1.284728
1091,1.29721
1111,1.2865072
1131,1.3073273
1150,1.3251712
