1      ,3.463131  
11     ,2.496955  
21     ,2.3428867 
31     ,2.2858334 
41     ,2.2542522 
51     ,2.2387297 
61     ,2.2268813 
71     ,2.2143455 
81     ,2.1986537 
91     ,2.1921732 
101    ,2.1896236 
111    ,2.185871  
121    ,2.1864445 
131    ,2.1731644 
141    ,2.1720939 
151    ,2.1817636 
171    ,2.3312562 
191    ,2.4213305 
211    ,2.5170062 
231    ,2.5418274 
251    ,2.594414  
271    ,2.6328297 
291    ,2.6801064 
311    ,2.7143757 
331    ,2.748451  
351    ,2.7759907 
371    ,2.8141217 
391    ,2.8404894 
411    ,2.8670819 
431    ,2.8996377 
451    ,2.9497771 
471    ,2.9786034 
491    ,2.991893  
511    ,3.0067549 
531    ,3.0135481 
551    ,3.0273116 
571    ,3.0662737 
591    ,3.0958295 
611    ,3.0986266 
631    ,3.10951   
651    ,3.1151896 
671    ,3.1336365 
691    ,3.1659715 
711    ,3.1950994 
731    ,3.1756613 
751    ,3.1545825 
771    ,3.1603901 
791    ,3.1867774 
811    ,3.2129812 
831    ,3.2285354 
851    ,3.2400696 
871    ,3.26956   
891    ,3.2797577 
911    ,3.2824414 
931    ,3.2867713 
951    ,3.2898219 
971    ,3.340315  
991    ,3.3611653 
1011   ,3.333097  
1031   ,3.3337812 
1051   ,3.3353834 
1071   ,3.3568385 
1091   ,3.3769047 
1111   ,3.3848982 
