1      ,3.3124003 
11     ,2.4711676 
21     ,2.3448596 
31     ,2.3010645 
41     ,2.262184  
51     ,2.2519307 
61     ,2.2296484 
71     ,2.2261748 
81     ,2.2096486 
91     ,2.2012696 
101    ,2.1991172 
111    ,2.1925004 
121    ,2.1839979 
131    ,2.1827364 
141    ,2.180229  
151    ,2.1866488 
171    ,2.3771684 
191    ,2.4718938 
211    ,2.558604  
231    ,2.6419477 
251    ,2.7237906 
271    ,2.7545543 
291    ,2.7878945 
311    ,2.835525  
331    ,2.8981214 
351    ,2.9576366 
371    ,2.9506745 
391    ,2.9737372 
411    ,2.9869592 
431    ,2.992914  
451    ,3.0329547 
471    ,3.0557075 
491    ,3.0852659 
511    ,3.1126392 
531    ,3.1124973 
551    ,3.1223915 
571    ,3.1567333 
591    ,3.203538  
611    ,3.2754817 
631    ,3.236771  
651    ,3.212601  
671    ,3.2680602 
691    ,3.3039558 
711    ,3.3414564 
731    ,3.351136  
751    ,3.3381672 
771    ,3.3236732 
791    ,3.3352802 
811    ,3.3372982 
831    ,3.401405  
851    ,3.4433649 
871    ,3.4994042 
891    ,3.5440204 
911    ,3.617151  
931    ,3.6604435 
951    ,3.5603764 
971    ,3.5165827 
991    ,3.4464815 
1011   ,3.404435  
1031   ,3.3885045 
1051   ,3.4287224 
1071   ,3.456889  
1091   ,3.5719893 
1111   ,3.5338118 
1131   ,3.5578442 
1150   ,3.577816  
