1      ,3.410988  
11     ,2.5107014 
21     ,2.365094  
31     ,2.3010101 
41     ,2.2698011 
51     ,2.2648125 
61     ,2.2481928 
71     ,2.2291987 
81     ,2.2175558 
91     ,2.2114363 
101    ,2.202004  
111    ,2.2023902 
121    ,2.1995757 
131    ,2.1993089 
141    ,2.186582  
151    ,2.1990557 
171    ,2.3754046 
191    ,2.486956  
211    ,2.5855913 
231    ,2.6176639 
251    ,2.6374588 
271    ,2.689501  
291    ,2.7588952 
311    ,2.7933207 
331    ,2.8101118 
351    ,2.8432527 
371    ,2.9156373 
391    ,2.9508972 
411    ,3.0123012 
431    ,3.0199578 
451    ,3.0202417 
471    ,3.0447247 
491    ,3.071377  
511    ,3.1196501 
531    ,3.1186087 
551    ,3.136325  
571    ,3.1461205 
591    ,3.1263754 
611    ,3.1944509 
631    ,3.162649  
651    ,3.1709034 
671    ,3.1743975 
691    ,3.2576191 
711    ,3.3254793 
731    ,3.3013017 
751    ,3.3035936 
771    ,3.3141088 
791    ,3.3564985 
811    ,3.3576512 
831    ,3.3410594 
851    ,3.3267522 
871    ,3.3379595 
891    ,3.3445282 
911    ,3.3926995 
931    ,3.385099  
951    ,3.3646953 
971    ,3.3735442 
991    ,3.3787725 
1011   ,3.3979375 
1031   ,3.383224  
1051   ,3.4267719 
1071   ,3.4600408 
1091   ,3.467586  
1111   ,3.5152004 
1131   ,3.53156   
1150   ,3.5480108 
