epoch,Bleu5
0.0,0.1955475985251541
20.0,0.19413113174434551
40.0,0.2005358961936824
60.0,0.20253600336925587
80.0,0.20279985692453267
100.0,0.2034457101672714
120.0,0.20408548711165223
140.0,0.20865223162303861
160.0,0.2075807438135473
180.0,0.20989141901566719
200.0,0.21066075997274744
220.0,0.21404666592369978
240.0,0.21516071211658222
260.0,0.2179517218811804
280.0,0.2158759297732796
300.0,0.21557599228369043
320.0,0.2172102974837197
340.0,0.22085374178098777
360.0,0.2170974647583217
380.0,0.21635958973753325
400.0,0.21843374330028412
420.0,0.21979572183575521
440.0,0.21891991559034127
460.0,0.2218513508667417
480.0,0.21985453085076662
500.0,0.2257550038510992
520.0,0.22513265172543745
540.0,0.22237994288291504
560.0,0.22463635939707033
580.0,0.22076244744936302
600.0,0.2230223718978597
620.0,0.2226135953455126
640.0,0.2196901506377194
660.0,0.2215343162770482
680.0,0.22038204737919775
700.0,0.22158275057161242
720.0,0.21991132998929352
740.0,0.2225079876359655
760.0,0.22023835133601496
780.0,0.21898339787321022
800.0,0.21773054083391835
820.0,0.22178970221767758
840.0,0.22392123642309544
860.0,0.2233838523762634
880.0,0.219925025462221
900.0,0.21593503141197745
920.0,0.21822919481972036
940.0,0.21699134600086395
960.0,0.22004408697872108
980.0,0.21736903340519279
1000.0,0.21680959093704238
1020.0,0.21977504568678563
1040.0,0.22109737094356938
1060.0,0.2160119871273578
1080.0,0.2164559197994258
1100.0,0.21947771410037653
1120.0,0.21779605279469522
1140.0,0.2204871375425008
1160.0,0.2178588205202822
1180.0,0.21506621592498726
1200.0,0.21721292733222008
1220.0,0.21535693925902746
1240.0,0.21361079346401882
1260.0,0.21384612638962844
1280.0,0.2144569550977368
1300.0,0.2132716305935238
1320.0,0.21332767958946014
1340.0,0.21753841701956253
1360.0,0.2144762638108821
1380.0,0.21374618669099746
1400.0,0.21343582582140988
1420.0,0.2114180874880929
1440.0,0.2113953197530836
1460.0,0.21384654908209036
1480.0,0.21419642452285031
1500.0,0.2128483869883419
1520.0,0.2127005479830121
1540.0,0.21101099199591603
1560.0,0.2140584754121805
1580.0,0.21209464984935913
1600.0,0.21596503988567747
1620.0,0.21188115046164327
1640.0,0.21429620557316567
1660.0,0.21106356694622205
1680.0,0.21162085558835286
1700.0,0.2105283600718514
1720.0,0.21082086493198515
1740.0,0.21203610748469887
1760.0,0.21141632180847603
1780.0,0.21147495063941482
1800.0,0.21119144444542484
1820.0,0.20874041241622798
1840.0,0.21209994442455996
1860.0,0.21054441589696127
1880.0,0.20910745065366124
1900.0,0.21231922525047353
1920.0,0.21448619606403854
1940.0,0.2101133437232015
1960.0,0.21001486414400697
1980.0,0.21161224647766957
