epoch,Bleu5,bleus5_999999 (2),bleus5_999999 (4),bleus5_999999 (5)
0.0,0.19089381611793135,0.1935358779478892,0.1955475985251541,0.19429583348482665
20.0,0.19039276857303286,0.19647788286447865,0.19413113174434551,0.1952640825287376
40.0,0.19383345765424653,0.2001844114837872,0.2005358961936824,0.197686677819603
60.0,0.19714992834026168,0.20107642069041926,0.20253600336925587,0.20317820846184906
80.0,0.1982557959691412,0.2005342873316597,0.20279985692453267,0.2017417375667552
100.0,0.1990803466180194,0.2047871331244999,0.2034457101672714,0.19943415946740575
120.0,0.2004116686705315,0.2079960165946452,0.20408548711165225,0.20250598915011425
140.0,0.20384368703615371,0.2110758264950232,0.2086522316230386,0.2042235643012458
160.0,0.20297121583308214,0.2084062391631585,0.2075807438135473,0.20638568996555212
180.0,0.2102452806929291,0.21214248301459465,0.2098914190156672,0.2065418799265783
200.0,0.207504784719162,0.21465324380850692,0.21066075997274744,0.20847743457919826
220.0,0.20824507144340432,0.21220833228298455,0.21404666592369975,0.20879959486346628
240.0,0.21134454301658676,0.2144982161099245,0.21516071211658225,0.2121060047555297
260.0,0.20837494512348856,0.21349458573829488,0.2179517218811804,0.21055815887263452
280.0,0.2137760923268684,0.21504696261428866,0.2158759297732796,0.2143874409371079
300.0,0.2137998143126539,0.21613916080500944,0.21557599228369045,0.21646495335874366
320.0,0.21496282673237266,0.21733123690658068,0.2172102974837197,0.2144561158424281
340.0,0.2148524404369356,0.21533049164594426,0.22085374178098774,0.2169411619444644
360.0,0.21583435531267894,0.22099718671324184,0.2170974647583217,0.21597169445000294
380.0,0.21596034716341814,0.2200245861756583,0.21635958973753325,0.2169061214474312
400.0,0.2200826305738459,0.21616071874053,0.21843374330028406,0.2184011715717233
420.0,0.2188656237707319,0.2156087900919676,0.2197957218357552,0.21894801770408348
440.0,0.2175893390151261,0.2185596738279632,0.21891991559034127,0.21939035940898632
460.0,0.21876167384928955,0.21834542086689648,0.2218513508667417,0.219655229152765
480.0,0.2208754187116709,0.21839974035905302,0.21985453085076664,0.21713567593285893
500.0,0.22032514397989245,0.21837983611385905,0.2257550038510992,0.21958710048882188
520.0,0.21922937368968196,0.21935808585635472,0.22513265172543745,0.21804682268482534
540.0,0.22161241814605945,0.21928304210909014,0.22237994288291504,0.22157247934054744
560.0,0.21926261358965374,0.2187944981852828,0.22463635939707036,0.21957031830624124
580.0,0.2211367114858568,0.2198867647388723,0.22076244744936305,0.2172148981653972
600.0,0.22014437291971695,0.21812421614690627,0.2230223718978597,0.22065571542419385
620.0,0.2218639930458982,0.22336904902144275,0.2226135953455126,0.2218634724792096
640.0,0.2221659707057456,0.22351981470514248,0.2196901506377194,0.21877789522532276
660.0,0.21970428737893136,0.21870550040688916,0.2215343162770482,0.2198953845502129
680.0,0.2172846813948508,0.2235718879346309,0.22038204737919773,0.21787341047069567
700.0,0.22052672666158796,0.22063155058816705,0.2215827505716124,0.21687103904575916
720.0,0.22201419135104009,0.22047160259802906,0.21991132998929352,0.2189484711870888
740.0,0.2208902005060388,0.21840264358938014,0.2225079876359655,0.22075161206004734
760.0,0.22064599259180226,0.2239088813328692,0.22023835133601494,0.22068732705424907
780.0,0.2185322829382165,0.219401824375776,0.21898339787321025,0.21900495703915032
800.0,0.21883778253747654,0.2218212473052117,0.21773054083391835,0.2177324183966904
820.0,0.21989092119106626,0.22139575668300468,0.2217897022176776,0.2214916552506148
840.0,0.2193604508237894,0.2220739337708639,0.22392123642309544,0.2192871261320704
860.0,0.21982597836553566,0.22017428789556528,0.2233838523762634,0.2168933311942548
880.0,0.22328329272704936,0.22216998940900226,0.219925025462221,0.2169573287122934
900.0,0.2162351368428034,0.22245619552520604,0.21593503141197745,0.21817302616346787
920.0,0.22020788293326368,0.22171346936929764,0.2182291948197204,0.21676566492535815
940.0,0.2195484032646421,0.22154839139134724,0.21699134600086395,0.2185923823491592
960.0,0.21830508752351635,0.2203286800064586,0.22004408697872108,0.2178119939238036
980.0,0.21844378722281624,0.21856992018757693,0.2173690334051928,0.2183937082706334
1000.0,0.2162263749461679,0.2227470878746804,0.2168095909370424,0.21891883734976533
1020.0,0.22008349674139616,0.22280503145607328,0.21977504568678566,0.2162580115997756
1040.0,0.2162387086898445,0.22148019417971104,0.22109737094356935,0.218416366325388
1060.0,0.21896066527746327,0.2188181611150524,0.2160119871273578,0.21581632069848453
1080.0,0.21949537872959665,0.22125957248897904,0.2164559197994258,0.2188467009050238
1100.0,0.21875169024623975,0.22086107573047573,0.21947771410037653,0.21939864795947828
1120.0,0.22080369245327436,0.22229486548275704,0.2177960527946952,0.21625615969037967
1140.0,0.21749245564230452,0.221353026062632,0.2204871375425008,0.2163385534566621
1160.0,0.2157856449138208,0.2202448146890017,0.2178588205202822,0.2120058789562888
1180.0,0.21427063406081825,0.2207230944404428,0.2150662159249873,0.21917724010115672
1200.0,0.21846231726457094,0.21894732942355555,0.21721292733222008,0.21617379912648996
1220.0,0.219472227669743,0.2202335699024824,0.21535693925902746,0.21684239313270512
1240.0,0.2173602808732613,0.21926176765057265,0.2136107934640188,0.2126711902023304
1260.0,0.21843007385589727,0.21868542920455944,0.21384612638962844,0.217537637580122
1280.0,0.2186860243290845,0.2200728899768837,0.2144569550977368,0.21512568828970827
1300.0,0.21592250051172485,0.21861094129235809,0.2132716305935238,0.21631589824573932
1320.0,0.2154898589387952,0.2185694011195716,0.2133276795894601,0.2169642362484443
1340.0,0.21524322496495507,0.2194588831642627,0.21753841701956253,0.21378990192300254
1360.0,0.2137830614391005,0.2190854338424873,0.2144762638108821,0.21602802690889694
1380.0,0.21397697161120316,0.21575925963602088,0.21374618669099746,0.2152210849515644
1400.0,0.21323377656914216,0.21751141764710624,0.21343582582140988,0.21241953053509496
1420.0,0.2157876870120343,0.21559966544072354,0.2114180874880929,0.21359400386892088
1440.0,0.2145561200926065,0.2182778401090873,0.2113953197530836,0.21531954285170274
1460.0,0.2128587255762944,0.21754117254478614,0.2138465490820904,0.21343256208699216
1480.0,0.21690634932956893,0.2168118141275474,0.21419642452285031,0.2116632909141945
1500.0,0.21490509060236893,0.21833536484631455,0.2128483869883419,0.21180659616568065
1520.0,0.21231872229394091,0.21616030302814104,0.2127005479830121,0.21245332000261355
1540.0,0.21441373992773435,0.2143800758743739,0.21101099199591605,0.21250354162455876
1560.0,0.2171190722667218,0.21482645849530288,0.2140584754121805,0.21361863314083626
1580.0,0.2175038250117474,0.2153673593985841,0.21209464984935916,0.2132023314153818
1600.0,0.21285505999782592,0.21444553944818126,0.21596503988567747,0.2128673554849407
1620.0,0.21381693740189048,0.21908888938198645,0.21188115046164327,0.21074487962521224
1640.0,0.2147253392035607,0.2168809276514034,0.21429620557316567,0.21229918999140684
1660.0,0.2154741342645964,0.21452787909141185,0.21106356694622205,0.21331436088601072
1680.0,0.21249546463490415,0.2157417338142312,0.21162085558835286,0.2110884346040892
1700.0,0.21388462091780094,0.21499390588213552,0.2105283600718514,0.21192720387164427
1720.0,0.21589986232315872,0.21764034824099415,0.21082086493198515,0.20843586139350015
1740.0,0.2139444959039148,0.21467289963212274,0.21203610748469887,0.21243223214812992
1760.0,0.2140812147025079,0.21388362552773715,0.21141632180847605,0.20977640488173133
1780.0,0.21584346792668566,0.21268250403106165,0.2114749506394148,0.21105084953057807
1800.0,0.217694900059174,0.21607335909475414,0.21119144444542484,0.20849993232087255
